time_ns,rmsd_peptide_nm,rmsd_ache_nm,rmsd_complex_nm
37.2000,0.174252,0.175272,0.175466
37.2200,0.163304,0.176803,0.177105
37.2800,0.182730,0.182231,0.182604
37.3400,0.161144,0.178381,0.178900
37.3600,0.148282,0.178381,0.178900
37.4200,0.198124,0.180881,0.181232
37.4400,0.159497,0.181074,0.181061
37.4600,0.160876,0.171356,0.171730
37.4800,0.149359,0.177831,0.177918
37.5200,0.184344,0.179368,0.179685
37.5400,0.161306,0.178981,0.179029
37.5800,0.197079,0.167286,0.167816
37.6200,0.178984,0.185795,0.186196
37.6400,0.206330,0.185795,0.186196
37.6600,0.201328,0.172019,0.172398
37.6800,0.184198,0.172019,0.172398
37.7000,0.208423,0.178839,0.179324
37.7200,0.171107,0.172714,0.173040
37.7400,0.182236,0.173597,0.173855
37.7800,0.198954,0.180646,0.181165
37.8000,0.196229,0.165902,0.166536
37.8200,0.200508,0.165902,0.166536
37.8800,0.158418,0.169552,0.169756
37.9000,0.159682,0.169552,0.169756
37.9200,0.176224,0.173909,0.174070
37.9600,0.151238,0.169114,0.169093
37.9800,0.163911,0.169176,0.169543
38.0000,0.160490,0.181242,0.181470
38.0600,0.155525,0.178999,0.179302
38.0800,0.155913,0.165638,0.166319
38.1000,0.153525,0.182353,0.182475
38.1400,0.177479,0.173469,0.173894
38.1600,0.162042,0.173469,0.173894
38.1800,0.163232,0.183132,0.183498
38.2000,0.160983,0.179710,0.180143
38.2200,0.143244,0.181568,0.181960
38.2400,0.152700,0.181119,0.181627
38.2600,0.153372,0.181346,0.181627
38.2800,0.143264,0.182735,0.183082
38.3000,0.146272,0.174324,0.174693
38.3200,0.141551,0.174324,0.174693
38.3600,0.146888,0.180900,0.177586
38.3800,0.134079,0.174369,0.175078
38.4000,0.141886,0.177008,0.177221
38.4200,0.154926,0.174536,0.175040
38.4400,0.140853,0.179861,0.180074
38.4800,0.162222,0.175439,0.176096
38.5000,0.137533,0.179951,0.180667
38.5200,0.161449,0.179951,0.180667
38.5400,0.150371,0.169234,0.169797
38.5600,0.154312,0.169234,0.171387
38.5800,0.151492,0.175267,0.183299
38.6000,0.155070,0.182949,0.183299
38.6200,0.150002,0.182949,0.177947
38.6400,0.131404,0.171646,0.171837
38.6600,0.169196,0.173509,0.173779
38.6800,0.146243,0.188128,0.188233
38.7000,0.156954,0.172658,0.173720
38.7200,0.156181,0.182981,0.183380
38.7800,0.140742,0.158627,0.159893
38.8000,0.140819,0.158627,0.159893
38.8200,0.149611,0.158627,0.159893
38.8400,0.148307,0.178804,0.179748
38.8600,0.144701,0.178804,0.179748
38.8800,0.157026,0.179046,0.179921
38.9000,0.152834,0.178537,0.179125
38.9600,0.140355,0.175157,0.175965
38.9800,0.146871,0.175157,0.175965
39.0000,0.145195,0.174336,0.174796
39.0200,0.140697,0.174336,0.174796
39.0400,0.147505,0.178790,0.179356
39.0600,0.138991,0.178790,0.179356
39.0800,0.144567,0.159991,0.161113
39.1000,0.144002,0.168614,0.169386
39.1200,0.145420,0.155115,0.156372
39.1400,0.135943,0.156966,0.158006
39.1600,0.140034,0.156966,0.158006
39.2000,0.153696,0.167571,0.168612
39.2200,0.139252,0.160566,0.161913
39.2400,0.142235,0.160566,0.161913
39.2600,0.146763,0.171743,0.172433
39.2800,0.144940,0.171743,0.172433
39.3000,0.145022,0.165316,0.166229
39.3400,0.161638,0.165316,0.166229
39.4400,0.139246,0.166501,0.166732
39.4600,0.139750,0.166501,0.166732
39.4800,0.154957,0.166501,0.176035
39.5000,0.148870,0.176872,0.176035
39.5200,0.158637,0.176872,0.177471
39.5600,0.148403,0.168822,0.169871
39.6400,0.145835,0.166335,0.167089
39.6600,0.147550,0.170783,0.171935
39.6800,0.143637,0.170783,0.171935
39.7000,0.153013,0.165154,0.171935
39.7200,0.139001,0.165507,0.166086
39.7400,0.165281,0.163789,0.165205
39.7600,0.159575,0.176898,0.177302
39.8000,0.139220,0.160105,0.161135
39.8200,0.152698,0.171705,0.172619
39.8400,0.152279,0.161215,0.162061
39.8600,0.146474,0.170170,0.171126
39.9400,0.168466,0.172424,0.173093
39.9600,0.161115,0.161798,0.162372
40.0000,0.169671,0.166050,0.167049
40.0200,0.155986,0.166353,0.167016
40.0400,0.161507,0.172262,0.173343
40.0600,0.176949,0.165721,0.166518
40.0800,0.162095,0.168915,0.169759
40.1000,0.167272,0.168915,0.169759
40.1400,0.177888,0.163753,0.164778
40.1600,0.171745,0.163753,0.164778
40.1800,0.178607,0.174414,0.174795
40.2000,0.169476,0.168567,0.169096
40.2200,0.192180,0.171847,0.172380
40.2600,0.173071,0.176529,0.177233
40.3000,0.187626,0.177634,0.178078
40.3200,0.183280,0.175703,0.176397
40.3600,0.147416,0.169060,0.169076
40.3800,0.194759,0.164167,0.165132
40.4000,0.175724,0.167918,0.168452
40.4400,0.163791,0.160051,0.160758
40.4600,0.173544,0.176310,0.176803
40.5000,0.145197,0.174057,0.165344
40.5400,0.172585,0.170928,0.171290
40.5600,0.168447,0.170928,0.171290
40.5800,0.156277,0.169228,0.169644
40.6000,0.157143,0.183904,0.183815
40.6200,0.151747,0.179216,0.179075
40.6400,0.118053,0.176418,0.176194
40.6800,0.172364,0.172839,0.167809
40.7000,0.149086,0.172839,0.179430
40.7200,0.142201,0.179474,0.179430
40.7400,0.164781,0.168449,0.168648
40.7800,0.138798,0.165281,0.165159
40.8000,0.161341,0.167241,0.167481
40.8200,0.158697,0.167241,0.167481
40.8400,0.160424,0.177479,0.177900
40.8600,0.151816,0.169505,0.169853
40.8800,0.152747,0.172676,0.172859
40.9200,0.141970,0.175256,0.175617
40.9600,0.157292,0.175442,0.175931
40.9800,0.149568,0.166068,0.166594
41.0000,0.154387,0.167909,0.168623
41.0200,0.151269,0.167909,0.168623
41.0400,0.152914,0.176366,0.176982
41.0600,0.155210,0.170758,0.171203
41.1000,0.130977,0.171268,0.171796
41.1600,0.145800,0.173902,0.174001
41.2000,0.127424,0.168075,0.167849
41.2200,0.141537,0.172519,0.172522
41.2400,0.133821,0.174530,0.174497
41.3000,0.115961,0.192888,0.192965
41.3400,0.162211,0.192888,0.177171
41.3800,0.160057,0.173294,0.182242
41.4200,0.143990,0.173294,0.173427
41.4400,0.143928,0.178296,0.178382
41.4600,0.144827,0.177339,0.177541
41.4800,0.136256,0.177029,0.176899
41.5000,0.137122,0.186102,0.185715
41.5200,0.133577,0.172953,0.172745
41.5400,0.142412,0.174675,0.174624
41.5600,0.141200,0.180218,0.180054
41.5800,0.140157,0.179266,0.179158
41.6400,0.156727,0.180810,0.180900
41.6600,0.137483,0.180810,0.180900
41.6800,0.161739,0.162357,0.162621
41.7000,0.143719,0.162357,0.162621
41.7400,0.159780,0.174584,0.174837
41.7600,0.142179,0.171284,0.171347
41.8000,0.175173,0.161295,0.161756
41.8600,0.139432,0.177645,0.177657
41.8800,0.155877,0.173157,0.173250
41.9000,0.153255,0.168863,0.168933
41.9200,0.152381,0.170513,0.170703
41.9400,0.142221,0.181776,0.181650
41.9600,0.147488,0.170112,0.170388
41.9800,0.141135,0.173611,0.173936
42.0400,0.152092,0.169088,0.169255
42.0800,0.148095,0.176902,0.177038
42.1000,0.161497,0.184975,0.184914
42.1200,0.154088,0.184975,0.184914
42.1600,0.141338,0.174977,0.175058
42.1800,0.162146,0.174977,0.175058
42.2000,0.156995,0.174977,0.175058
42.2200,0.158394,0.174977,0.175058
42.2400,0.139134,0.177811,0.177567
42.2600,0.145989,0.168889,0.168894
42.2800,0.157643,0.179417,0.179360
42.3000,0.151896,0.173362,0.173654
42.3200,0.124896,0.169317,0.169793
42.3400,0.145542,0.177690,0.177697
42.3600,0.115321,0.171145,0.171458
42.3800,0.141885,0.171145,0.171458
42.4000,0.129523,0.184637,0.185292
42.4200,0.131695,0.184637,0.185292
42.4400,0.138438,0.184637,0.185292
42.4600,0.131396,0.176716,0.176782
42.5200,0.146961,0.176639,0.177068
42.5600,0.132969,0.184196,0.184070
42.5800,0.134772,0.173252,0.173361
42.6000,0.129155,0.177880,0.177770
42.6600,0.144466,0.180794,0.180936
42.6800,0.142285,0.190544,0.190433
42.7000,0.144966,0.184689,0.184949
42.7200,0.121980,0.174808,0.174589
42.7400,0.128139,0.196028,0.195675
42.7800,0.150914,0.190474,0.190275
42.8000,0.151578,0.190474,0.190275
42.8200,0.157970,0.167197,0.167131
42.8600,0.144176,0.167197,0.167131
42.8800,0.154446,0.165179,0.165356
42.9000,0.130125,0.165179,0.165356
42.9200,0.147907,0.195025,0.194579
42.9400,0.145020,0.190912,0.190642
42.9600,0.150504,0.190912,0.190642
43.0200,0.188222,0.190490,0.190623
43.0600,0.166931,0.187503,0.187538
43.1000,0.185087,0.172181,0.172494
43.1200,0.140685,0.186369,0.186213
43.1400,0.167897,0.185658,0.185958
43.1800,0.160808,0.190787,0.190625
43.2000,0.187275,0.187976,0.188106
43.2200,0.155103,0.187976,0.188106
43.2400,0.170557,0.173904,0.173872
43.2800,0.128610,0.181029,0.180673
43.3000,0.132191,0.177763,0.177426
43.3200,0.124592,0.177763,0.177426
43.3400,0.166380,0.191144,0.191006
43.3600,0.145654,0.174557,0.174413
43.3800,0.123267,0.183076,0.182772
43.4000,0.148462,0.186175,0.186178
43.4200,0.135488,0.182407,0.182266
43.4400,0.126802,0.197748,0.197210
43.4600,0.135303,0.197748,0.197210
43.4800,0.124482,0.196537,0.196119
43.5400,0.139571,0.182074,0.182147
43.5800,0.129648,0.193801,0.193353
43.6000,0.135243,0.190837,0.190570
43.6400,0.126722,0.190837,0.190570
43.6600,0.134836,0.190837,0.190570
43.6800,0.134476,0.164008,0.164054
43.7000,0.129904,0.164008,0.164054
43.7200,0.135300,0.164008,0.164054
43.7400,0.122501,0.179302,0.179027
43.7600,0.124613,0.172129,0.172013
43.7800,0.127483,0.180061,0.179783
43.8200,0.148818,0.177706,0.177534
43.8600,0.136178,0.190245,0.189764
43.8800,0.138595,0.174926,0.175025
43.9200,0.127009,0.182259,0.181883
43.9400,0.140945,0.193946,0.193567
43.9600,0.138201,0.191410,0.191017
43.9800,0.122104,0.192533,0.192297
44.0200,0.137345,0.201421,0.201143
44.1400,0.112549,0.182743,0.182422
44.1600,0.112973,0.191866,0.191810
44.2400,0.122857,0.173996,0.174037
44.2800,0.137769,0.192845,0.192743
44.3000,0.117441,0.173564,0.173796
44.3200,0.120029,0.173564,0.173796
44.3400,0.118244,0.179612,0.179362
44.3600,0.106026,0.170586,0.170559
44.4200,0.124979,0.191440,0.191111
44.4400,0.121083,0.191440,0.191111
44.4800,0.136276,0.180630,0.179050
44.5000,0.126748,0.179939,0.187736
44.5200,0.135867,0.179939,0.187736
44.5400,0.123343,0.192891,0.186743
44.5600,0.126541,0.192891,0.193034
44.6200,0.137427,0.178970,0.179151
44.6600,0.116293,0.184015,0.184247
44.7400,0.153614,0.186835,0.186769
44.7600,0.123183,0.169758,0.169977
44.7800,0.145410,0.169758,0.169977
44.8000,0.129481,0.184680,0.184355
44.8200,0.136369,0.183380,0.183169
44.8600,0.124003,0.182062,0.181761
44.8800,0.128600,0.192582,0.192165
44.9000,0.116401,0.188808,0.188440
44.9200,0.122598,0.185137,0.185124
44.9400,0.123598,0.187889,0.187513
44.9600,0.121041,0.196080,0.195781
44.9800,0.133828,0.194073,0.193715
45.0400,0.120941,0.190815,0.190539
45.0600,0.117430,0.205649,0.205161
45.1000,0.145740,0.196230,0.196288
45.1200,0.144320,0.200955,0.200941
45.2000,0.115015,0.200358,0.199887
45.2200,0.125475,0.211514,0.210958
45.2400,0.120574,0.211514,0.210958
45.2600,0.110693,0.211514,0.210958
45.2800,0.134580,0.186282,0.185986
45.3000,0.122390,0.186282,0.185986
45.3200,0.119175,0.186282,0.185986
45.3400,0.110398,0.195739,0.195502
45.3600,0.125151,0.195739,0.195502
45.3800,0.122284,0.190503,0.190148
45.4000,0.125379,0.199067,0.198502
45.4400,0.115751,0.198082,0.197494
45.4600,0.123747,0.196900,0.196333
45.4800,0.106937,0.202360,0.201824
45.5000,0.134680,0.197104,0.197026
45.5200,0.120463,0.197382,0.197051
45.5400,0.114699,0.200670,0.200085
45.5600,0.115362,0.200670,0.200085
45.6000,0.118614,0.199677,0.199340
45.6200,0.113973,0.197553,0.197080
45.6400,0.122865,0.189884,0.189491
45.6800,0.107633,0.194225,0.193649
45.7200,0.115987,0.203389,0.202844
45.7800,0.113159,0.196663,0.196196
45.8200,0.124670,0.209173,0.208669
45.8600,0.121005,0.198749,0.198287
45.8800,0.120993,0.198749,0.198287
45.9000,0.120092,0.195382,0.195044
45.9200,0.114963,0.195382,0.195044
45.9400,0.092378,0.197860,0.197443
45.9800,0.127643,0.200470,0.200150
46.0000,0.117444,0.195250,0.194959
46.0200,0.115303,0.195250,0.194959
46.0400,0.124375,0.198301,0.197908
46.0600,0.120398,0.181733,0.181559
46.1000,0.117263,0.191620,0.191057
46.1800,0.132694,0.195467,0.194984
46.2200,0.120346,0.195138,0.194805
46.2600,0.120472,0.198003,0.197965
46.2800,0.122620,0.188192,0.188002
46.3000,0.119189,0.188192,0.188002
46.3200,0.128461,0.202630,0.202123
46.3400,0.125078,0.202630,0.202123
46.3600,0.116322,0.202630,0.202123
46.3800,0.132618,0.190566,0.190523
46.4000,0.122650,0.190566,0.190523
46.4200,0.128233,0.196663,0.196675
46.4400,0.128091,0.196189,0.195976
46.4600,0.126647,0.196940,0.196503
46.4800,0.136062,0.196940,0.196503
46.5000,0.124638,0.193715,0.193300
46.5400,0.139240,0.198221,0.197855
46.5600,0.138961,0.199517,0.199053
46.5800,0.135691,0.194079,0.193894
46.6000,0.146677,0.203598,0.203357
46.6400,0.134320,0.199991,0.199601
46.7000,0.141789,0.198310,0.198135
46.7200,0.138329,0.191416,0.191152
46.7400,0.122100,0.195453,0.194918
46.7800,0.144094,0.205694,0.205251
46.8200,0.132530,0.191931,0.191923
46.8800,0.142783,0.206653,0.206216
46.9200,0.130317,0.196391,0.196104
46.9400,0.107604,0.210371,0.209679
46.9800,0.132487,0.204270,0.204248
47.0000,0.097710,0.204270,0.204248
47.0400,0.140698,0.194857,0.194626
47.0800,0.119680,0.200485,0.200476
47.1200,0.145034,0.204821,0.204610
47.1400,0.129391,0.208772,0.208270
47.1600,0.133394,0.208772,0.208270
47.2000,0.139622,0.206661,0.206236
47.2400,0.132154,0.205306,0.204856
47.2600,0.130432,0.200928,0.200581
47.2800,0.124747,0.200928,0.203244
47.3000,0.136470,0.211414,0.203244
47.3200,0.112063,0.211414,0.210921
47.3400,0.127872,0.198407,0.198300
47.3600,0.116121,0.198407,0.198300
47.3800,0.122622,0.204578,0.204214
47.4000,0.121149,0.204578,0.204214
47.4400,0.114878,0.199474,0.199206
47.4800,0.135353,0.195091,0.194975
47.5400,0.115935,0.198358,0.198028
47.5800,0.125363,0.191990,0.191832
47.6000,0.123621,0.194925,0.194534
47.6600,0.142673,0.195215,0.194951
47.6800,0.131705,0.207245,0.206840
47.7200,0.141951,0.197791,0.197803
47.7400,0.130639,0.197475,0.197663
47.7600,0.142338,0.201262,0.201285
47.7800,0.119814,0.194438,0.194112
47.8000,0.137638,0.194438,0.194112
47.8200,0.137064,0.205655,0.205578
47.8400,0.141051,0.205415,0.205207
47.8600,0.137653,0.205415,0.205207
47.8800,0.138743,0.190180,0.190111
47.9000,0.158987,0.190180,0.190111
47.9200,0.142338,0.191160,0.190111
47.9400,0.160389,0.190242,0.193480
48.0000,0.121952,0.196875,0.196562
48.0200,0.133860,0.181535,0.181308
48.0400,0.131141,0.211255,0.210948
48.0600,0.120900,0.211255,0.210948
48.0800,0.122586,0.211255,0.210948
48.1400,0.139057,0.193861,0.194288
48.1600,0.125697,0.193861,0.194288
48.1800,0.128428,0.215655,0.215285
48.2000,0.142344,0.215655,0.215285
48.2200,0.133013,0.215655,0.215285
48.2400,0.139861,0.196942,0.197027
48.2600,0.139153,0.201504,0.201433
48.3400,0.117179,0.206152,0.205837
48.3800,0.147473,0.212206,0.212240
48.4400,0.130993,0.211987,0.211642
48.4600,0.115865,0.211703,0.211848
48.5400,0.141061,0.207416,0.207063
48.5600,0.125311,0.206002,0.205867
48.6000,0.143757,0.189701,0.189645
48.6200,0.136468,0.189701,0.189645
48.6600,0.143250,0.196917,0.196910
48.7000,0.140765,0.207403,0.207275
48.7200,0.121927,0.207403,0.207275
48.7600,0.147854,0.197383,0.197501
48.7800,0.124232,0.198824,0.198502
48.8000,0.134397,0.208568,0.208453
48.8200,0.152649,0.206394,0.206582
48.8400,0.143315,0.188628,0.188514
48.8600,0.127221,0.200565,0.200257
48.8800,0.134009,0.199324,0.199201
48.9000,0.142485,0.199677,0.199533
48.9200,0.130440,0.202317,0.201843
48.9400,0.141820,0.202317,0.201843
48.9600,0.112851,0.177064,0.177011
48.9800,0.120707,0.177064,0.177011
49.0000,0.121265,0.183106,0.182994
49.0400,0.111460,0.184893,0.184733
49.0600,0.123237,0.184552,0.184063
49.0800,0.122876,0.184552,0.184063
49.1000,0.122909,0.173840,0.174047
49.1800,0.133602,0.164816,0.165183
49.2000,0.128543,0.177649,0.177833
49.2200,0.137593,0.169241,0.169105
49.2400,0.123247,0.169241,0.169105
49.2600,0.139974,0.180714,0.180596
49.2800,0.132654,0.180714,0.180596
49.3400,0.110044,0.175987,0.175905
49.3800,0.139790,0.174879,0.175078
49.4000,0.132204,0.174879,0.175078
49.4200,0.133551,0.189431,0.189460
49.4400,0.135130,0.189431,0.189460
49.4600,0.142223,0.184884,0.189460
49.5000,0.125421,0.173306,0.173492
49.5800,0.141445,0.191987,0.191879
49.6000,0.139557,0.191987,0.191879
49.6600,0.124086,0.186572,0.186337
49.6800,0.135670,0.184220,0.184270
49.7000,0.122933,0.176358,0.176140
49.7400,0.141511,0.184467,0.184456
49.7600,0.132612,0.184467,0.184456
49.7800,0.135123,0.184445,0.184335
49.8000,0.136604,0.184445,0.185337
49.8200,0.123803,0.189364,0.189282
49.8400,0.126028,0.206902,0.206499
49.8600,0.127411,0.206902,0.206499
49.9000,0.115109,0.193597,0.193385
49.9200,0.106700,0.193597,0.193385
49.9800,0.139566,0.194023,0.187573
50.0000,0.151055,0.194023,0.183736
50.0600,0.132212,0.187175,0.186798
50.0800,0.138601,0.208155,0.207519
50.1000,0.121944,0.199030,0.198410
50.1200,0.136766,0.199030,0.198410
50.1400,0.128938,0.213405,0.212749
50.1600,0.121031,0.201682,0.201258
50.1800,0.124837,0.205858,0.205440
50.2200,0.144918,0.204336,0.204238
50.2400,0.128316,0.203763,0.203295
50.2600,0.134031,0.203763,0.203295
50.2800,0.141951,0.192720,0.192457
50.3000,0.132897,0.203444,0.203275
50.3200,0.142663,0.203444,0.203275
50.3400,0.137230,0.182524,0.182228
50.3800,0.119679,0.202782,0.202090
50.4000,0.130957,0.204224,0.203888
50.4200,0.117466,0.204224,0.203888
50.4600,0.134024,0.216785,0.216211
50.4800,0.132872,0.216785,0.216211
50.5200,0.129261,0.204344,0.204038
50.5400,0.137033,0.204344,0.204038
50.5600,0.131879,0.204344,0.204038
50.5800,0.136433,0.178592,0.178271
50.6000,0.135925,0.178592,0.178271
50.6200,0.128924,0.178592,0.178271
50.6400,0.130627,0.185685,0.185353
50.6600,0.134186,0.180656,0.180520
50.6800,0.122912,0.187093,0.186837
50.7000,0.123412,0.186641,0.186179
50.7400,0.141022,0.187468,0.187318
50.7600,0.122699,0.187468,0.187318
50.7800,0.140189,0.185985,0.185803
50.8000,0.110088,0.193554,0.193037
50.8200,0.112801,0.186857,0.186594
50.8400,0.120597,0.190116,0.189822
50.8600,0.118366,0.184975,0.184434
50.8800,0.116711,0.188106,0.187589
50.9200,0.122296,0.186375,0.185920
50.9400,0.123440,0.176231,0.176014
50.9600,0.123091,0.193647,0.193514
50.9800,0.123462,0.193647,0.193514
51.0200,0.136139,0.193137,0.192787
51.0400,0.122130,0.189554,0.189536
51.1000,0.146394,0.186799,0.186812
51.1200,0.114937,0.184298,0.183752
51.1400,0.115605,0.186893,0.186486
51.2000,0.138573,0.197941,0.197626
51.2200,0.124171,0.193194,0.192609
51.2600,0.141415,0.200149,0.199842
51.3200,0.117568,0.205608,0.205170
51.3600,0.154345,0.217378,0.216922
51.3800,0.147205,0.200718,0.200156
51.4000,0.134816,0.200718,0.200156
51.4600,0.171702,0.194374,0.194453
51.4800,0.152380,0.194374,0.194453
51.5000,0.157760,0.173051,0.173586
51.5600,0.197616,0.174707,0.175472
51.5800,0.166371,0.171748,0.172102
51.6000,0.186266,0.171748,0.172102
51.6200,0.185829,0.182973,0.183309
51.6800,0.156251,0.160940,0.161338
51.7000,0.167651,0.160940,0.161338
51.7200,0.149293,0.160940,0.161338
51.7400,0.173285,0.188211,0.188109
51.7800,0.150751,0.188211,0.188109
51.8000,0.148665,0.188211,0.188109
51.8200,0.150381,0.169387,0.169952
51.8600,0.172236,0.169387,0.169952
51.8800,0.163531,0.182077,0.182641
51.9000,0.163355,0.181106,0.181506
51.9400,0.141293,0.176768,0.177153
51.9600,0.156453,0.187414,0.187460
51.9800,0.151861,0.187414,0.187460
52.0000,0.153242,0.187254,0.187460
52.0400,0.139186,0.186829,0.187222
52.0600,0.153198,0.183163,0.183256
52.0800,0.144919,0.186513,0.186435
52.1000,0.149877,0.186513,0.186435
52.1200,0.138416,0.174756,0.174955
52.1400,0.150838,0.182580,0.183077
52.1600,0.145146,0.179250,0.179390
52.1800,0.146249,0.175772,0.176170
52.2000,0.130774,0.175772,0.176170
52.2400,0.149482,0.178706,0.178707
52.2600,0.142652,0.186526,0.186926
52.2800,0.150505,0.186483,0.186514
52.3000,0.147039,0.182033,0.182058
52.3200,0.151656,0.182033,0.182058
52.3400,0.169950,0.199768,0.199680
52.3800,0.144938,0.199768,0.199680
52.4200,0.156724,0.186876,0.186937
52.4400,0.146856,0.210448,0.210294
52.4600,0.151367,0.210448,0.210294
52.4800,0.145005,0.210529,0.210231
52.5000,0.160380,0.214431,0.214355
52.5200,0.146562,0.214431,0.214355
52.5400,0.169988,0.202677,0.202487
52.5600,0.144057,0.202677,0.202487
52.5800,0.167988,0.195325,0.195437
52.6000,0.160057,0.195325,0.195437
52.6400,0.144692,0.201724,0.201722
52.6600,0.151630,0.190967,0.190877
52.6800,0.151676,0.190967,0.190877
52.7200,0.118132,0.199827,0.199305
52.7800,0.147557,0.196646,0.196577
52.8000,0.138241,0.203985,0.196577
52.8200,0.144606,0.202368,0.206300
52.8400,0.143570,0.206703,0.206300
52.8800,0.116258,0.201430,0.200872
52.9200,0.141907,0.195754,0.195462
52.9400,0.129710,0.201773,0.201253
52.9600,0.144644,0.196098,0.195693
52.9800,0.131434,0.203820,0.203313
53.0000,0.136632,0.183538,0.183532
53.0200,0.148102,0.190437,0.190300
53.0800,0.128309,0.196612,0.196191
53.1000,0.152315,0.177834,0.177895
53.1200,0.124560,0.177834,0.177895
53.1400,0.167177,0.177834,0.177895
53.1600,0.157104,0.192306,0.192243
53.1800,0.151163,0.192306,0.192243
53.2200,0.170520,0.187273,0.187366
53.2800,0.146483,0.181799,0.181823
53.3000,0.145424,0.184027,0.184023
53.3200,0.147484,0.186145,0.185903
53.3400,0.136642,0.182406,0.182271
53.3600,0.142781,0.186148,0.186117
53.3800,0.145997,0.186148,0.186117
53.4000,0.123174,0.176082,0.176087
53.4600,0.153956,0.185311,0.185341
53.5000,0.139199,0.184903,0.184868
53.5400,0.145836,0.199418,0.199414
53.6200,0.127496,0.188813,0.188469
53.6400,0.142938,0.194636,0.194287
53.6600,0.132836,0.175397,0.175397
53.6800,0.133039,0.175397,0.175397
53.7000,0.131914,0.177515,0.177563
53.7200,0.138609,0.177515,0.185566
53.7400,0.132761,0.186244,0.185566
53.7800,0.168555,0.174155,0.174310
53.8000,0.138495,0.174155,0.174310
53.8200,0.157015,0.175527,0.175609
53.8800,0.151942,0.177165,0.177539
53.9000,0.144840,0.177111,0.177226
53.9600,0.167961,0.180322,0.180508
53.9800,0.146063,0.180322,0.180508
54.0000,0.164018,0.187651,0.187739
54.0400,0.137300,0.196507,0.196276
54.0800,0.152387,0.181519,0.181589
54.1000,0.153342,0.182961,0.183112
54.1400,0.139808,0.183932,0.184094
54.1600,0.121091,0.182870,0.182699
54.2000,0.134439,0.173663,0.174051
54.2200,0.134332,0.173663,0.174051
54.2600,0.157784,0.190271,0.190716
54.3000,0.130363,0.183502,0.184135
54.3200,0.134530,0.176383,0.176876
54.3400,0.120893,0.179528,0.179875
54.3800,0.151860,0.182943,0.183270
54.4400,0.125811,0.186709,0.186870
54.4600,0.125949,0.179373,0.179649
54.4800,0.123131,0.179373,0.179649
54.5000,0.142180,0.162521,0.162724
54.5200,0.121525,0.162521,0.162724
54.5400,0.136410,0.169782,0.170409
54.5600,0.122356,0.166987,0.167749
54.5800,0.137019,0.166645,0.166981
54.6000,0.128304,0.184780,0.184808
54.6200,0.129124,0.184780,0.184808
54.6400,0.134661,0.172628,0.172984
54.6800,0.151258,0.182583,0.183050
54.7000,0.148361,0.179811,0.179889
54.7200,0.132674,0.184773,0.184775
54.7400,0.144004,0.183964,0.184128
54.7600,0.139152,0.183970,0.184121
54.7800,0.131175,0.177787,0.178307
54.8400,0.146932,0.181562,0.181495
54.8800,0.124133,0.176646,0.177492
54.9200,0.143600,0.187737,0.188404
54.9400,0.149213,0.176647,0.176987
54.9800,0.121547,0.181604,0.181560
55.0200,0.121671,0.173082,0.173141
55.0400,0.123484,0.185307,0.185454
55.0600,0.135144,0.185307,0.185454
55.0800,0.120724,0.167653,0.167795
55.1000,0.128580,0.167653,0.167795
55.1400,0.117730,0.165545,0.165491
55.1600,0.150980,0.177234,0.177238
55.2200,0.118772,0.184035,0.184148
55.2400,0.116534,0.173052,0.173145
55.3000,0.135134,0.173892,0.174446
55.3200,0.124480,0.179160,0.179557
55.3400,0.131068,0.175130,0.175505
55.3600,0.122957,0.181862,0.175505
55.4000,0.142416,0.178402,0.178757
55.4200,0.139459,0.181577,0.181735
55.4600,0.128805,0.171118,0.171436
55.4800,0.133118,0.176608,0.176928
55.5000,0.117485,0.175964,0.176096
55.5400,0.145619,0.174620,0.174974
55.5600,0.133287,0.177870,0.178191
55.5800,0.133392,0.174285,0.174945
55.6000,0.132699,0.174966,0.175790
55.6200,0.128617,0.174002,0.173961
55.6400,0.145477,0.178668,0.178992
55.6600,0.139302,0.178668,0.178992
55.7000,0.145235,0.167830,0.168641
55.7400,0.121708,0.170095,0.170639
55.7600,0.120319,0.171110,0.171335
55.8000,0.131199,0.187086,0.187105
55.8200,0.145177,0.180694,0.180947
55.8400,0.114261,0.180370,0.180225
55.8600,0.132460,0.181818,0.182026
55.9200,0.116427,0.170014,0.169980
55.9400,0.133226,0.170014,0.169980
55.9600,0.125102,0.170014,0.175810
55.9800,0.120234,0.170014,0.173860
56.0000,0.124781,0.191519,0.173860
56.0200,0.111989,0.191519,0.173860
56.0600,0.129722,0.191519,0.191390
56.1200,0.117037,0.198795,0.198701
56.1400,0.136145,0.198795,0.198701
56.1600,0.113156,0.196577,0.196445
56.2200,0.134191,0.179662,0.179835
56.2800,0.124506,0.187172,0.187374
56.4000,0.231310,0.176600,0.179442
56.4200,0.227858,0.186276,0.189011
56.4400,0.241833,0.177949,0.180859
56.4600,0.233760,0.177949,0.180859
56.4800,0.232879,0.195842,0.198413
56.5000,0.243519,0.195842,0.198413
56.5200,0.223768,0.186802,0.189167
56.5400,0.230813,0.195914,0.197952
56.5600,0.233107,0.185161,0.187306
56.5800,0.218969,0.191152,0.193185
56.6200,0.232842,0.180080,0.182271
56.6400,0.232567,0.184027,0.186479
56.6600,0.222620,0.178349,0.181062
56.6800,0.248726,0.182958,0.185760
56.7000,0.247098,0.179394,0.182324
56.7200,0.247982,0.181361,0.183899
56.7400,0.258286,0.191360,0.194548
