time_ns,rmsd_peptide_nm,rmsd_ache_nm,rmsd_complex_nm
18.9200,0.048252,0.166234,0.165803
18.9400,0.057250,0.176773,0.176096
18.9600,0.047617,0.164791,0.164890
19.0000,0.064754,0.164791,0.164890
19.0200,0.046878,0.171198,0.170848
19.0600,0.069424,0.166246,0.166104
19.1000,0.049326,0.181483,0.180965
19.1400,0.046545,0.169943,0.169395
19.1600,0.060655,0.188373,0.187575
19.1800,0.052999,0.181309,0.180634
19.2200,0.066791,0.171372,0.170775
19.2800,0.042700,0.171027,0.170343
19.3000,0.049123,0.171027,0.170343
19.3200,0.047780,0.190591,0.189932
19.3400,0.041530,0.190591,0.189932
19.3800,0.050245,0.165591,0.165241
19.4000,0.049127,0.165591,0.165241
19.4200,0.070760,0.188101,0.187417
19.4400,0.046657,0.188101,0.187417
19.4600,0.049503,0.179046,0.178525
19.4800,0.060636,0.165633,0.165511
19.5000,0.055654,0.165633,0.165511
19.5200,0.048644,0.179056,0.178618
19.5400,0.055290,0.177329,0.177362
19.5600,0.049446,0.177329,0.177362
19.5800,0.050676,0.159443,0.159305
19.6000,0.059506,0.159443,0.159305
19.6200,0.056442,0.175473,0.174937
19.6400,0.061499,0.170454,0.170268
19.6600,0.059355,0.170454,0.170268
19.6800,0.057528,0.189436,0.188828
19.7000,0.052230,0.172841,0.172193
19.7200,0.061273,0.175828,0.175332
19.7400,0.052231,0.195735,0.194876
19.7600,0.065131,0.179042,0.178380
19.7800,0.061143,0.185702,0.185174
19.8000,0.058084,0.182673,0.182359
19.8200,0.061460,0.170066,0.169413
19.8600,0.047693,0.183538,0.182915
19.8800,0.063285,0.183538,0.182915
19.9000,0.054171,0.172290,0.171592
19.9600,0.068616,0.163887,0.163586
19.9800,0.050319,0.163887,0.163586
20.0000,0.056835,0.197278,0.196339
20.0200,0.057905,0.197278,0.196339
20.0400,0.069137,0.173804,0.173385
20.0600,0.052860,0.177988,0.177510
20.0800,0.061308,0.177988,0.177510
20.1000,0.071765,0.197740,0.197037
20.1200,0.066625,0.197740,0.197037
20.1800,0.052500,0.197055,0.196186
20.2000,0.059767,0.170178,0.169907
20.2200,0.051303,0.170178,0.169907
20.2400,0.054769,0.169060,0.168652
20.2600,0.052126,0.175525,0.175154
20.3200,0.070151,0.161355,0.160801
20.3400,0.063808,0.183183,0.182989
20.4000,0.046974,0.168959,0.168836
20.4400,0.060154,0.171012,0.170372
20.4600,0.048770,0.171012,0.170372
20.4800,0.052608,0.177334,0.177292
20.5000,0.053563,0.177334,0.177292
20.5200,0.050864,0.174332,0.173791
20.5800,0.066255,0.171201,0.171216
20.6000,0.066405,0.171548,0.171235
20.6200,0.069050,0.175811,0.171235
20.6800,0.082121,0.179133,0.178558
20.7200,0.091739,0.174829,0.174612
20.7400,0.089139,0.181035,0.180384
20.7800,0.051239,0.165219,0.164917
20.8000,0.054118,0.165219,0.164917
20.8200,0.066419,0.165219,0.164917
20.8400,0.058763,0.173765,0.173420
20.8600,0.061426,0.169845,0.169254
20.8800,0.046406,0.162160,0.161680
20.9000,0.064688,0.179121,0.178763
20.9200,0.063583,0.179121,0.178763
20.9400,0.052969,0.169866,0.169643
20.9600,0.056724,0.169866,0.169643
20.9800,0.068721,0.189577,0.189230
21.0000,0.050117,0.189577,0.189230
21.0200,0.051021,0.189577,0.189230
21.0400,0.051022,0.189577,0.189230
21.0800,0.056300,0.173086,0.172999
21.1000,0.044251,0.176614,0.176365
21.1200,0.072085,0.187909,0.187042
21.1400,0.061815,0.187909,0.187042
21.1600,0.051935,0.173747,0.173270
21.1800,0.062784,0.173747,0.173270
21.2000,0.059132,0.176603,0.173270
21.2200,0.058545,0.178327,0.177810
21.2600,0.048670,0.174274,0.173797
21.2800,0.049938,0.171658,0.171369
21.3000,0.055595,0.162709,0.162780
21.3400,0.047699,0.177436,0.177516
21.3600,0.055689,0.168844,0.168827
21.3800,0.054281,0.173185,0.172934
21.4000,0.056492,0.173185,0.172934
21.4200,0.052815,0.182759,0.182164
21.4400,0.062538,0.182759,0.182164
21.4600,0.049915,0.179405,0.179207
21.4800,0.057567,0.183807,0.183256
21.5600,0.047535,0.184310,0.184098
21.5800,0.065897,0.181132,0.180574
21.6000,0.063708,0.169916,0.169757
21.6200,0.064368,0.174244,0.174389
21.6800,0.046700,0.183162,0.182608
21.7000,0.045194,0.183162,0.182608
21.7200,0.055346,0.179632,0.179233
21.7400,0.046675,0.181760,0.181585
21.7600,0.052785,0.163235,0.162840
21.7800,0.052053,0.167521,0.167578
21.8000,0.045782,0.174939,0.174552
21.8200,0.049382,0.174939,0.174552
21.8400,0.049312,0.159628,0.159296
21.8600,0.057111,0.159628,0.159296
21.8800,0.056327,0.172527,0.172156
21.9000,0.049037,0.158166,0.158151
21.9200,0.056049,0.162182,0.162624
21.9400,0.051277,0.162182,0.162624
21.9600,0.052276,0.173988,0.173630
21.9800,0.060380,0.173988,0.173630
22.0200,0.049444,0.150212,0.149968
22.0400,0.057943,0.150212,0.149968
22.0800,0.043973,0.161150,0.160670
22.1000,0.049549,0.161150,0.160670
22.1400,0.045319,0.152835,0.152672
22.1800,0.058880,0.163331,0.162861
22.2000,0.055071,0.157565,0.157151
22.2200,0.047636,0.164813,0.164590
22.2400,0.048220,0.161981,0.161490
22.2600,0.048670,0.166332,0.165995
22.2800,0.058775,0.155159,0.155084
22.3000,0.043653,0.172532,0.171862
22.3200,0.048182,0.160055,0.159405
22.3600,0.049918,0.164298,0.160016
22.3800,0.048663,0.163868,0.163955
22.4000,0.053702,0.152815,0.152916
22.4200,0.069014,0.152815,0.152916
22.4400,0.042227,0.175131,0.174791
22.4600,0.054361,0.174507,0.173873
22.4800,0.053189,0.176844,0.176102
22.5200,0.043567,0.170525,0.170503
22.5400,0.043771,0.172408,0.172219
22.5600,0.050816,0.172408,0.172219
22.5800,0.045463,0.162088,0.161726
22.6000,0.049411,0.162088,0.161726
22.6200,0.045196,0.161522,0.161484
22.6400,0.053754,0.163662,0.163395
22.6600,0.086593,0.171036,0.170763
22.6800,0.086499,0.171036,0.170763
22.7000,0.093587,0.157089,0.157138
22.7200,0.093195,0.157089,0.157138
22.7400,0.067426,0.170603,0.170454
22.7800,0.098401,0.154998,0.155001
22.8400,0.079641,0.158938,0.159339
22.8600,0.089129,0.161104,0.161137
22.8800,0.073786,0.168247,0.168307
22.9000,0.100789,0.165644,0.165730
22.9200,0.075045,0.162256,0.161772
22.9400,0.098690,0.176272,0.176079
22.9600,0.096806,0.170791,0.170690
22.9800,0.086020,0.170791,0.170690
23.0000,0.106717,0.160930,0.160995
23.0200,0.080891,0.160930,0.160995
23.0400,0.109093,0.176796,0.176305
23.0600,0.082666,0.176796,0.176305
23.0800,0.104399,0.159517,0.159641
23.1200,0.078493,0.166463,0.166464
23.1800,0.131829,0.169992,0.170093
23.2000,0.126686,0.157061,0.157623
23.2600,0.144938,0.168892,0.169088
23.2800,0.134534,0.168892,0.169088
23.3200,0.148066,0.163067,0.163154
23.3400,0.123849,0.163067,0.163154
23.3600,0.131068,0.165218,0.165400
23.4000,0.144601,0.161958,0.162628
23.4200,0.133030,0.163500,0.164023
23.4400,0.140906,0.157886,0.158170
23.4800,0.131540,0.152834,0.153321
23.5000,0.128351,0.163504,0.164211
23.5200,0.119909,0.158314,0.159278
23.5600,0.132305,0.146645,0.147417
23.5800,0.125627,0.146645,0.147417
23.6400,0.148207,0.164236,0.164701
23.6600,0.135620,0.162255,0.162835
23.6800,0.139302,0.167423,0.168045
23.7200,0.149006,0.163155,0.163551
23.7400,0.125727,0.161940,0.162808
23.7600,0.143296,0.151952,0.153261
23.7800,0.136095,0.151952,0.153261
23.8000,0.134190,0.155292,0.156360
23.8200,0.136610,0.152804,0.154094
23.8400,0.135183,0.152804,0.154094
23.8600,0.150423,0.161338,0.162029
23.8800,0.137792,0.158714,0.160328
23.9000,0.142175,0.147728,0.149086
23.9400,0.131950,0.158285,0.159249
23.9600,0.143172,0.153192,0.154548
23.9800,0.141096,0.170245,0.170874
24.0400,0.123014,0.159378,0.160394
24.0800,0.144781,0.159378,0.160394
24.1400,0.130606,0.177725,0.178228
24.1800,0.143595,0.163878,0.165389
24.2000,0.128843,0.163878,0.165389
24.2200,0.129118,0.193009,0.193500
24.2800,0.144393,0.182079,0.183279
24.3600,0.125232,0.173188,0.173744
24.4000,0.125408,0.185488,0.186123
24.4200,0.142201,0.176100,0.176932
24.4400,0.133872,0.176100,0.176932
24.4600,0.137753,0.189787,0.190294
24.4800,0.127411,0.189787,0.190294
24.5000,0.130006,0.176658,0.176974
24.5800,0.152958,0.165699,0.166848
24.6200,0.123202,0.166351,0.167095
24.6400,0.144608,0.184238,0.184307
24.6600,0.128293,0.184238,0.184307
24.6800,0.135412,0.160068,0.161217
24.7000,0.130069,0.160068,0.161217
24.7200,0.144033,0.169276,0.170365
24.7400,0.136153,0.145892,0.147328
24.8200,0.146183,0.163953,0.164786
24.8600,0.152859,0.155178,0.156308
24.8800,0.148179,0.155178,0.156308
24.9000,0.150481,0.169840,0.170765
24.9200,0.152777,0.163255,0.163790
24.9600,0.141099,0.157353,0.158100
24.9800,0.151746,0.157353,0.158100
25.0000,0.147682,0.146499,0.148076
25.0400,0.156678,0.155024,0.156135
25.0600,0.141559,0.152862,0.153633
25.0800,0.157102,0.152862,0.153633
25.1000,0.146027,0.169281,0.170348
25.1200,0.155488,0.169281,0.170348
25.1400,0.142778,0.159545,0.160939
25.1600,0.147316,0.164968,0.165415
25.2200,0.135309,0.151705,0.152472
25.2400,0.157879,0.157770,0.159172
25.2600,0.149526,0.146220,0.147443
25.3200,0.137587,0.153226,0.154024
25.3600,0.148154,0.149145,0.150386
25.3800,0.138391,0.149145,0.150386
25.4000,0.151435,0.154861,0.155985
25.4200,0.145524,0.154861,0.155985
25.4800,0.127105,0.162257,0.163176
25.5400,0.143682,0.165573,0.165903
25.5600,0.143709,0.152944,0.154119
25.5800,0.136002,0.152944,0.154119
25.6200,0.145055,0.150156,0.151312
25.6400,0.144893,0.155883,0.156648
25.7000,0.130172,0.168772,0.169530
25.7200,0.129970,0.147353,0.149018
25.7600,0.137114,0.147353,0.149018
25.7800,0.133156,0.164434,0.165062
25.8000,0.135661,0.164434,0.165062
25.8400,0.123011,0.158323,0.159240
25.8600,0.127262,0.166616,0.167381
25.8800,0.143652,0.166616,0.167381
25.9000,0.118159,0.146484,0.147634
25.9400,0.137950,0.146484,0.147634
25.9800,0.143737,0.162672,0.163622
26.0200,0.139884,0.159042,0.159489
26.0400,0.144851,0.159260,0.160261
26.0800,0.131313,0.148823,0.149353
26.1000,0.128955,0.149995,0.151625
26.1200,0.131340,0.165852,0.166403
26.1400,0.129517,0.153214,0.153828
26.1600,0.132248,0.161633,0.162854
26.2000,0.113531,0.154028,0.155132
26.2200,0.134640,0.164693,0.168338
26.2400,0.130201,0.164693,0.168338
26.3000,0.139934,0.167178,0.168338
26.3400,0.118203,0.145133,0.146771
26.3800,0.142085,0.145133,0.146771
26.4000,0.138078,0.145133,0.146771
26.4200,0.141802,0.163706,0.164999
26.4400,0.133410,0.163706,0.164999
26.4600,0.141402,0.146231,0.147631
26.4800,0.134870,0.159983,0.160872
26.5000,0.141109,0.159983,0.160872
26.5200,0.135969,0.158003,0.159388
26.5400,0.144963,0.158003,0.159388
26.5600,0.137366,0.158003,0.159388
26.5800,0.142554,0.172333,0.172849
26.6000,0.131566,0.164602,0.166050
26.6400,0.148169,0.165955,0.166924
26.6600,0.136742,0.157487,0.158659
26.6800,0.149769,0.161741,0.162648
26.7000,0.128230,0.161741,0.160803
26.7200,0.144085,0.154779,0.155875
26.7400,0.143849,0.155818,0.156762
26.7600,0.149575,0.155818,0.156979
26.7800,0.137884,0.165084,0.165390
26.8000,0.141367,0.165084,0.165390
26.8200,0.136057,0.164540,0.165330
26.8400,0.140621,0.168982,0.169402
26.8600,0.129529,0.165400,0.166345
26.8800,0.134246,0.168817,0.169522
26.9000,0.135706,0.158594,0.159277
26.9200,0.148114,0.158594,0.159277
26.9400,0.141618,0.176109,0.176787
26.9600,0.139599,0.168727,0.169166
26.9800,0.149253,0.171080,0.172452
27.0000,0.138688,0.162431,0.163335
27.0200,0.140447,0.162431,0.168886
27.0400,0.144171,0.182837,0.183340
27.0600,0.139913,0.157553,0.158666
27.0800,0.140895,0.169822,0.170558
27.1000,0.143641,0.177083,0.177482
27.1400,0.133033,0.177400,0.177964
27.1600,0.141097,0.183354,0.183664
27.1800,0.137694,0.183354,0.183664
27.2000,0.138445,0.168412,0.168642
27.2200,0.135438,0.168412,0.168642
27.2600,0.150725,0.165813,0.166955
27.2800,0.139616,0.177754,0.178171
27.3000,0.141764,0.170858,0.171528
27.3200,0.143472,0.169193,0.169821
27.3400,0.143054,0.160736,0.161521
27.3600,0.128836,0.160736,0.161521
27.4000,0.143034,0.185184,0.185859
27.4200,0.136199,0.160975,0.161960
27.4600,0.143869,0.162186,0.162747
27.4800,0.134689,0.162186,0.162747
27.5000,0.142262,0.157479,0.158159
27.5200,0.141956,0.157479,0.158159
27.5400,0.142687,0.174241,0.174662
27.5600,0.142286,0.174241,0.174662
27.5800,0.142262,0.174241,0.174662
27.6000,0.146224,0.158926,0.160117
27.6200,0.128387,0.158926,0.160117
27.6400,0.147220,0.163262,0.164426
27.6600,0.146881,0.171433,0.172049
27.6800,0.142389,0.167425,0.168007
27.7000,0.152524,0.163157,0.164185
27.7600,0.135369,0.156945,0.157848
27.8000,0.148007,0.172136,0.173237
27.8200,0.130732,0.161219,0.162464
27.8400,0.133498,0.165871,0.166666
27.8800,0.145715,0.146263,0.147927
27.9000,0.141449,0.162328,0.163515
27.9200,0.143240,0.162328,0.163515
27.9400,0.135371,0.155897,0.157264
27.9600,0.135866,0.166523,0.167703
27.9800,0.135137,0.163117,0.164306
28.0000,0.145836,0.162610,0.163887
28.0200,0.143605,0.160538,0.161905
28.0600,0.139826,0.169485,0.170753
28.1000,0.141250,0.157456,0.158998
28.1200,0.139249,0.157456,0.158998
28.1400,0.147625,0.174112,0.174792
28.1600,0.143442,0.174112,0.174792
28.1800,0.146105,0.182012,0.182216
28.2000,0.134629,0.177536,0.178056
28.2600,0.152235,0.157358,0.158483
28.3200,0.132287,0.158980,0.160738
28.3400,0.132425,0.159870,0.161854
28.3600,0.126404,0.173104,0.174180
28.3800,0.139505,0.164218,0.165478
28.4000,0.130172,0.167732,0.168578
28.4400,0.141974,0.162927,0.164151
28.4600,0.138196,0.162927,0.164151
28.4800,0.144774,0.176211,0.177375
28.5000,0.141360,0.176211,0.177375
28.5200,0.131715,0.155402,0.157072
28.5400,0.142885,0.180272,0.181087
28.5600,0.134785,0.180272,0.181087
28.5800,0.139099,0.161488,0.162607
28.6000,0.141829,0.157468,0.158116
28.6400,0.133089,0.158225,0.158975
28.6600,0.135741,0.163636,0.164510
28.6800,0.133611,0.155183,0.156225
28.7000,0.139590,0.155183,0.156225
28.7200,0.137808,0.165086,0.166443
28.7800,0.128393,0.152218,0.153240
28.8200,0.135146,0.163963,0.164881
28.8600,0.129694,0.153798,0.154617
28.8800,0.138948,0.173524,0.174210
28.9000,0.129811,0.166056,0.167200
28.9200,0.132135,0.168034,0.168264
28.9600,0.142981,0.173788,0.174336
28.9800,0.132199,0.173788,0.174336
29.0000,0.138074,0.173788,0.174336
29.0200,0.137337,0.158503,0.159229
29.0400,0.131318,0.158503,0.159229
29.0600,0.134525,0.167896,0.168071
29.0800,0.135917,0.161027,0.161617
29.1000,0.130957,0.179278,0.179687
29.1200,0.140958,0.169938,0.170510
29.1400,0.139710,0.166576,0.167579
29.1600,0.140446,0.171101,0.171758
29.2200,0.131384,0.164213,0.165064
29.2600,0.150279,0.183914,0.184256
29.3000,0.134865,0.178183,0.178537
29.3200,0.141858,0.180204,0.178537
29.3400,0.139783,0.180097,0.180553
29.3600,0.134796,0.179567,0.179797
29.3800,0.148747,0.183051,0.183361
29.4000,0.145979,0.175708,0.176447
29.4200,0.136599,0.177540,0.177975
29.4400,0.140430,0.175200,0.175636
29.5000,0.151434,0.170095,0.171595
29.5200,0.145302,0.170095,0.171595
29.5400,0.152498,0.191154,0.191514
29.6000,0.136740,0.175721,0.176188
29.6200,0.147806,0.183315,0.184119
29.6400,0.129007,0.170691,0.171708
29.6600,0.137301,0.170691,0.171708
29.6800,0.143401,0.170691,0.171708
29.7000,0.130840,0.174812,0.175017
29.7200,0.143474,0.186925,0.187136
29.7400,0.137513,0.160188,0.161013
29.7600,0.146347,0.175991,0.176339
29.7800,0.144327,0.177074,0.177448
29.8000,0.135602,0.170651,0.170925
29.8200,0.145371,0.180343,0.180577
29.8600,0.128290,0.179092,0.178940
29.8800,0.130744,0.174076,0.174030
29.9200,0.121826,0.178846,0.178724
29.9600,0.129940,0.163704,0.164191
29.9800,0.127757,0.163704,0.164191
30.0200,0.161396,0.174133,0.174577
30.0600,0.130867,0.160098,0.161229
30.0800,0.140287,0.159479,0.159794
30.1000,0.133366,0.171313,0.172092
30.1200,0.146079,0.171313,0.172092
30.1400,0.138654,0.168341,0.169285
30.1600,0.130052,0.161340,0.162338
30.1800,0.141920,0.161340,0.162338
30.2000,0.140815,0.164947,0.165494
30.2200,0.140044,0.160822,0.161528
30.2400,0.137806,0.165387,0.165872
30.2600,0.147072,0.165387,0.165872
30.2800,0.134660,0.149204,0.150593
30.3000,0.150216,0.149204,0.150593
30.3600,0.127888,0.151847,0.153154
30.4000,0.143628,0.167272,0.168082
30.4200,0.143598,0.163753,0.164575
30.4600,0.136561,0.163854,0.164892
30.4800,0.136919,0.147969,0.149756
30.5000,0.137717,0.150333,0.152554
30.5200,0.128823,0.167009,0.167710
30.5600,0.149885,0.154939,0.156194
30.5800,0.138455,0.160106,0.160961
30.6000,0.153097,0.155615,0.156423
30.6200,0.143264,0.188372,0.188748
30.6400,0.143937,0.188372,0.188748
30.6600,0.155402,0.175745,0.176960
30.7000,0.134308,0.159284,0.160026
30.7200,0.143273,0.174575,0.175090
30.7400,0.131000,0.174575,0.175090
30.7600,0.138066,0.156547,0.157725
30.7800,0.143342,0.153848,0.154796
30.8000,0.134394,0.153848,0.154796
30.8200,0.148613,0.174084,0.174830
30.8400,0.140663,0.174084,0.174830
30.8600,0.139895,0.174084,0.174830
30.8800,0.142627,0.167363,0.168277
30.9000,0.135140,0.177905,0.178409
30.9200,0.146219,0.171440,0.172445
30.9400,0.140823,0.164397,0.165654
30.9600,0.139423,0.165041,0.165686
30.9800,0.142493,0.162357,0.163389
31.0000,0.141358,0.154256,0.155035
31.0200,0.168058,0.162165,0.163226
31.0400,0.138135,0.154460,0.155866
31.0600,0.142173,0.171704,0.172261
31.0800,0.132638,0.169269,0.169945
31.1000,0.160141,0.169269,0.169945
31.1400,0.135420,0.153942,0.154832
31.1600,0.140261,0.165337,0.166753
31.1800,0.137494,0.165337,0.166753
31.2000,0.137154,0.157723,0.158736
31.2400,0.126492,0.162790,0.163647
31.2600,0.128127,0.162790,0.163647
31.3000,0.148876,0.163977,0.173186
31.3200,0.130862,0.169620,0.152374
31.3400,0.140740,0.169620,0.152374
31.3600,0.156038,0.150874,0.152374
31.3800,0.141828,0.169166,0.169942
31.4000,0.145532,0.169166,0.169942
31.4600,0.161038,0.169434,0.170671
31.5000,0.136919,0.149365,0.150497
31.5200,0.148729,0.163003,0.163992
31.5400,0.144809,0.155124,0.156542
31.5600,0.148400,0.156478,0.157698
31.6000,0.135627,0.153772,0.154346
31.6200,0.145254,0.153772,0.154346
31.6600,0.128900,0.167873,0.168683
31.7000,0.138417,0.163804,0.164715
31.7200,0.139446,0.163864,0.164850
31.7400,0.130854,0.176302,0.177333
31.7600,0.147996,0.176302,0.177333
31.7800,0.130046,0.156756,0.157188
31.8000,0.154379,0.163940,0.165231
31.8200,0.134422,0.163832,0.164767
31.8400,0.139194,0.174943,0.175394
31.8800,0.147243,0.169713,0.170452
31.9000,0.138216,0.178131,0.179063
31.9200,0.158904,0.178131,0.179063
31.9400,0.142147,0.175697,0.176314
31.9600,0.146598,0.177592,0.177981
31.9800,0.139278,0.177391,0.178400
32.0200,0.152520,0.166945,0.167972
32.0400,0.143096,0.176799,0.176932
32.0600,0.145710,0.176799,0.176932
32.0800,0.144671,0.176799,0.176932
32.1000,0.145126,0.164519,0.165606
32.1400,0.136449,0.168917,0.169528
32.1600,0.138225,0.168917,0.169528
32.1800,0.125550,0.178376,0.178590
32.2400,0.166280,0.155066,0.156063
32.2600,0.161893,0.155066,0.156063
32.2800,0.150307,0.155066,0.156063
32.3000,0.158853,0.170064,0.170255
32.3200,0.143500,0.170064,0.170255
32.3400,0.160212,0.155644,0.156388
32.3600,0.155583,0.165905,0.166097
32.3800,0.155133,0.161760,0.162114
32.4000,0.151851,0.165852,0.166267
32.4200,0.153342,0.164039,0.164269
32.4600,0.159339,0.170188,0.170609
32.4800,0.150252,0.169644,0.169835
32.5000,0.166614,0.160331,0.161025
32.5400,0.147770,0.177266,0.177797
32.5800,0.163599,0.166939,0.167329
32.6000,0.161748,0.177826,0.178364
32.6200,0.160962,0.160598,0.161480
32.6400,0.164903,0.160598,0.161480
32.7000,0.148964,0.172398,0.172791
32.7200,0.152967,0.170121,0.170348
32.7400,0.154880,0.171534,0.172132
32.7800,0.145358,0.176468,0.176844
32.8000,0.155122,0.180327,0.181157
32.8200,0.149254,0.194807,0.194801
32.8400,0.149707,0.177150,0.177577
32.8600,0.156283,0.182115,0.182447
32.9000,0.151568,0.172784,0.173718
32.9200,0.152340,0.172784,0.173718
32.9400,0.166583,0.177919,0.178423
32.9600,0.165220,0.177919,0.178423
32.9800,0.171305,0.174970,0.175636
33.0000,0.161880,0.188508,0.188515
33.0200,0.162470,0.181507,0.181618
33.0400,0.160492,0.181507,0.181618
33.0600,0.151182,0.172898,0.173279
33.0800,0.162052,0.183287,0.183436
33.1000,0.158729,0.183287,0.183436
33.1200,0.163335,0.183287,0.183436
33.1800,0.158872,0.177947,0.178494
33.2000,0.180184,0.170693,0.171343
33.2200,0.177007,0.174400,0.174716
33.2400,0.154900,0.174400,0.174716
33.2600,0.171375,0.185948,0.185916
33.2800,0.144475,0.158466,0.158940
33.3000,0.155969,0.158466,0.158940
33.3200,0.159933,0.173249,0.173331
33.3400,0.146650,0.169970,0.170383
33.4000,0.173836,0.165355,0.165871
33.4200,0.144890,0.161401,0.161613
33.4400,0.147075,0.161401,0.161613
33.4600,0.165334,0.170097,0.161613
33.4800,0.150167,0.170097,0.161613
33.5000,0.157729,0.180288,0.181242
33.5200,0.162427,0.175906,0.181242
33.5400,0.150254,0.180919,0.181242
33.5800,0.169920,0.180522,0.180986
33.6600,0.152365,0.181611,0.181811
33.6800,0.153682,0.164805,0.165859
33.7000,0.152015,0.174260,0.174859
33.7200,0.171596,0.174260,0.174859
33.7400,0.170738,0.177859,0.178420
33.7800,0.158896,0.166923,0.167276
33.8000,0.170338,0.166923,0.167276
33.8400,0.151130,0.168196,0.168414
33.8600,0.154119,0.174610,0.174627
33.8800,0.154688,0.171478,0.171588
33.9000,0.151179,0.171068,0.171182
33.9400,0.172336,0.165125,0.165341
33.9800,0.144846,0.183654,0.183800
34.0400,0.170705,0.169812,0.169912
34.0600,0.160364,0.182727,0.182721
34.0800,0.167610,0.182727,0.182721
34.1000,0.160830,0.173662,0.173834
34.1200,0.166658,0.178839,0.179040
34.1400,0.151094,0.170453,0.170658
34.1600,0.160296,0.172423,0.172580
34.1800,0.162862,0.174575,0.174789
34.2000,0.189259,0.182582,0.183192
34.2600,0.151016,0.183177,0.182982
34.2800,0.160390,0.176989,0.177059
34.3000,0.158501,0.166464,0.166834
34.3200,0.151370,0.166464,0.166834
34.3400,0.166045,0.166464,0.166834
34.3600,0.165860,0.185535,0.185455
34.3800,0.152038,0.185535,0.185455
34.4400,0.180963,0.197561,0.197576
34.4800,0.151166,0.197561,0.197576
34.5000,0.167189,0.175524,0.175758
34.5200,0.142132,0.175524,0.175758
34.5400,0.149418,0.177644,0.177961
34.5600,0.147537,0.185970,0.186095
34.6800,0.181918,0.179259,0.179842
34.7400,0.144674,0.179072,0.179358
34.7600,0.165797,0.179072,0.179358
34.7800,0.162231,0.191210,0.191377
34.8000,0.166815,0.191210,0.191377
34.8200,0.164999,0.191210,0.191377
34.8400,0.186266,0.184192,0.185056
34.8800,0.155101,0.190867,0.190852
34.9000,0.165921,0.173474,0.173677
34.9200,0.153968,0.183514,0.183423
34.9800,0.180228,0.159149,0.159827
35.0200,0.161010,0.187060,0.187359
35.0600,0.170254,0.187401,0.187873
35.0800,0.142721,0.176811,0.176913
35.1000,0.149674,0.181974,0.181975
35.1400,0.163504,0.167707,0.168340
35.1600,0.150567,0.167707,0.168340
35.1800,0.177166,0.185897,0.185907
35.2000,0.172128,0.185897,0.185907
35.2200,0.146261,0.185897,0.185907
35.2400,0.172786,0.182131,0.182336
35.2600,0.152762,0.186771,0.186779
35.2800,0.162261,0.175644,0.175975
35.3000,0.179349,0.175644,0.175975
35.3200,0.170127,0.180845,0.181006
35.3600,0.151158,0.182197,0.182343
35.3800,0.168362,0.182197,0.182343
35.4000,0.158039,0.182197,0.182343
35.4200,0.163430,0.170811,0.170993
35.4400,0.150034,0.170811,0.170993
35.4600,0.157411,0.179115,0.179317
35.4800,0.160940,0.179115,0.179317
35.5000,0.149433,0.177603,0.177932
35.5200,0.155261,0.162212,0.162730
35.5600,0.181635,0.162212,0.162730
35.5800,0.178147,0.162212,0.162730
35.6000,0.156395,0.181511,0.182145
35.6200,0.177823,0.181511,0.182145
35.6400,0.168437,0.181511,0.182145
35.6600,0.181793,0.181511,0.182145
35.7000,0.148728,0.173776,0.174109
35.7800,0.158171,0.166534,0.167046
35.8000,0.155801,0.168935,0.169588
35.8600,0.135922,0.165902,0.166069
35.8800,0.158876,0.171901,0.172245
35.9000,0.145034,0.171901,0.172245
35.9200,0.143237,0.171901,0.172245
35.9400,0.144366,0.175917,0.175767
35.9600,0.131808,0.175917,0.175767
35.9800,0.138919,0.168381,0.168694
36.0000,0.173118,0.173967,0.174132
36.0200,0.147103,0.172156,0.172243
36.0400,0.153494,0.156611,0.157138
36.0600,0.153849,0.176163,0.176395
36.0800,0.176524,0.168028,0.168814
36.1000,0.174175,0.167322,0.167908
36.1200,0.163483,0.168767,0.169201
36.1400,0.163561,0.177648,0.177902
36.1600,0.117355,0.160957,0.161033
36.2000,0.162218,0.175821,0.175903
36.2400,0.148207,0.175963,0.176154
36.2600,0.158507,0.175963,0.176154
36.2800,0.154427,0.161652,0.162140
36.3000,0.158565,0.161652,0.162140
36.3200,0.178496,0.161652,0.162140
36.3600,0.151294,0.167734,0.167873
36.4000,0.165562,0.175773,0.176275
36.4200,0.160823,0.166385,0.166672
36.4400,0.155530,0.179378,0.172576
36.4600,0.161333,0.179378,0.179490
36.5000,0.150413,0.161405,0.162015
36.5200,0.167874,0.161405,0.162015
36.5600,0.140846,0.171009,0.171156
36.5800,0.146716,0.171009,0.171156
36.6000,0.146423,0.182710,0.183197
36.6200,0.126459,0.182710,0.183197
36.6400,0.136870,0.162612,0.163096
36.7000,0.151138,0.181515,0.181629
36.7200,0.139495,0.166885,0.167331
36.7400,0.139916,0.183149,0.182927
36.7600,0.141345,0.183149,0.182927
36.7800,0.152438,0.183149,0.182927
36.8000,0.145174,0.175497,0.176081
36.8400,0.167450,0.176928,0.177355
36.9000,0.135985,0.189512,0.189171
36.9200,0.134658,0.183399,0.183135
36.9400,0.153970,0.183399,0.183135
36.9600,0.138053,0.170735,0.171368
37.0000,0.152954,0.176347,0.176649
37.0400,0.135591,0.185388,0.185184
37.0600,0.154482,0.176321,0.176613
37.0800,0.138095,0.181045,0.180991
37.1000,0.140128,0.173997,0.174059
37.1600,0.157292,0.160977,0.161519
37.1800,0.153749,0.160977,0.161519
